no,category_kdc,category_yes24,keywords_yes24
360798,요업 및 관련공업,null,null
360806,국방 군사학,null,null
360810,디자인,null,null
360844,소설,null,null
360975,기타 아시아 제어,null,null
361051,학회 단체 협회 기관 회의,null,null
361177,소설,null,null
361322,희곡,null,null
361361,문헌정보학,null,null
361421,전집 총서,null,null
361464,사회단체,null,null
361504,납 유지 석유 가스 공업,null,null
361522,시,null,null
361533,철학,null,null
361680,사회학 사회문제,null,null
361681,유럽,null,null
361719,언어사 및 언어정책 언어행정,null,null
361725,언어사 및 언어정책 언어행정,null,null
361914,콜롬비아,null,null
362183,한의학,null,null
362310,nan,null,null
362357,방언(사투리),null,null
362416,금융,null,null
362425,유대교(유태교),null,null
362650,인도-유럽어족,null,null
362658,인도-유럽어족,null,null
362668,위생 도시 환경 공학,null,null
362674,학회 단체 협회 기관 회의,null,null
362723,소설,null,null
362728,방언(사투리),null,null
362729,학회 단체 협회 기관 회의,null,null
362921,잡저,null,null
363502,논증 설득,null,null
363537,콜롬비아,null,null
363637,전집 총서,null,null
363711,중국 철학 사상,null,null
363713,소설,null,null
363998,시,null,null
364005,행정법,null,null
364014,사회학 사회문제,null,null
364018,학회 단체 협회 기관 회의,null,null
364042,생활문제,null,null
364079,의학,null,null
364252,심리학각론,null,null
364266,디자인,null,null
364267,펜습자,null,null
364456,조각 조형미술,null,null
364461,인도 철학 사상,null,null
364471,시,null,null
364654,교육학,null,null
364835,언어사 및 언어정책 언어행정,null,null
364836,기타 게르만어파,null,null
364837,언어사 및 언어정책 언어행정,null,null
364839,기타 게르만어파,null,null
364884,사전 사전[2],null,null
364917,한의학,null,null
365072,nan,null,null
365139,자기,null,null
365145,심리학각론,null,null
365332,중앙아메리카(중미제국),null,null
365347,소설,null,null
365529,심리학각론,null,null
365587,사회복지,null,null
365588,사회학,null,null
365590,경제학,null,null
365712,디자인,null,null
365713,사회복지,null,null
365842,유아 및 초등 교육,null,null
365942,회화 도화 디자인,null,null
366038,연속간행물,null,null
366056,nan,null,null
366057,nan,null,null
366058,nan,null,null
366059,null,null,null
366060,nan,null,null
366061,nan,null,null
366062,nan,null,null
366063,nan,null,null
366064,nan,null,null
366065,nan,null,null
366066,nan,null,null
366067,nan,null,null
366068,nan,null,null
366069,nan,null,null
366070,nan,null,null
366071,nan,null,null
366074,nan,null,null
366075,nan,null,null
366076,nan,null,null
366077,nan,null,null
366078,nan,null,null
366079,nan,null,null
366080,nan,null,null
366081,nan,null,null
366164,null,null,null
366204,소설,null,null
366279,희곡,null,null
366499,전집 총서,null,null
366533,이탈리아어,null,null
366671,2인 이상의 일반전집 총서,null,null
366895,국가 및 정치 윤리,null,null
366996,아시아,null,null
367009,시,null,null
367071,학교 및 대학 도서관,null,null
367170,언어사 및 언어정책 언어행정,null,null
367183,기호 수리 논리학,null,null
367298,북아메리카,null,null
367333,전집 총서,null,null
367383,null,null,null
367506,nan,null,null
367630,방언(사투리),null,null
367755,시,null,null
367907,심리학각론,null,null
367965,한자서체,null,null
368109,동남아시아,null,null
368129,소설,null,null
368167,학회 단체 협회 기관 회의,null,null
368176,언어,null,null
368335,동양철학 동양사상,null,null
368362,nan,null,null
368368,중국어,null,null
368392,가정윤리,null,null
368395,강연집 수필집,null,null
368397,연속간행물,null,null
368477,종교창시자(교주) 및 제자,null,null
368495,국가 및 정치 윤리,null,null
368498,윤리학 도덕철학,null,null
368631,미사용 [9],null,null
368792,소설,null,null
368934,전집 총서,null,null
368982,시,null,null
369008,요업 및 관련공업,null,null
369038,시,null,null
369119,행정법,null,null
369154,석조,null,null
369177,판화,null,null
369229,요업 및 관련공업,null,null
369334,동양철학 동양사상,null,null
369352,개인의 일반전집,null,null
369371,심리학각론,null,null
369378,심리학각론,null,null
369393,전집 총서,null,null
369681,동남아시아,null,null
369682,시,null,null
369746,소설,null,null
369748,소설,null,null
369753,재배 및 보호,null,null
370085,통계학,null,null
370112,학회 단체 협회 기관 회의,null,null
370240,개인의 일반전집,null,null
370269,전집 총서,null,null
370401,소설,null,null
370403,소설,null,null
370473,디자인,null,null
370571,시,null,null
370584,시,null,null
370795,학회 단체 협회 기관 회의,null,null
371260,잡저,null,null
371664,전집 총서,null,null
371666,전집 총서,null,null
371704,세계사 세계문화사,null,null
371707,방법론,null,null
371727,칠레,null,null
371794,화학공학,null,null
371823,소설,null,null
371824,아시아 ,null,null
371875,금융,null,null
372004,디자인,null,null
372006,공학 공업일반 토목공학 환경공학,null,null
372289,인도 철학 사상,null,null
372404,시,null,null
372416,전집 총서,null,null
372502,2인 이상의 일반전집 총서,null,null
372504,2인 이상의 일반전집 총서,null,null
372509,2인 이상의 일반전집 총서,null,null
372560,헌법,null,null
372619,중앙아메리카(중미제국),null,null
372620,경제학,null,null
372689,의학,null,null
372693,연령별 성별 신분별 사회계층의 풍습,null,null
372838,문학사 평론,null,null
372876,일반 전집 총서,null,null
373035,교육 정책 및 행정,null,null
373045,아시아,null,null
373067,유럽,null,null
373116,중앙아메리카(중미제국),null,null
373133,학회 단체 협회 기관 회의,null,null
373316,사회복지,null,null
373595,작문,null,null
373668,전집 총서,null,null
373984,국제법,null,null
374136,학회 단체 협회 기관 회의,null,null
374153,폭발물 연료 공업,null,null
374274,디자인,null,null
374435,연속간행물,null,null
374520,null,null,null
374593,심리학각론,null,null
374608,니카라과,null,null
374733,사회윤리,null,null
374792,역사 철학 및 이론,null,null
374868,시,null,null
374959,컴퓨터과학,null,null
375219,nan,null,null
375354,학교 행정 및 경영 보건 및 교육 지도,null,null
375361,석조,null,null
387160,전집 총서,null,null
387354,일본 철학 사상,null,null
387463,null,null,null
387472,nan,null,null
387478,소설,null,null
387532,이탈리아어,null,null
387626,재배 및 보호,null,null
387700,남아메리카,null,null
387975,콜롬비아,null,null
388093,디자인,null,null
388096,평생교육,null,null
388105,콜롬비아,null,null
388130,전집 총서,null,null
388253,채색 이론 및 실제,null,null
388894,경제학,null,null
388896,사회윤리,null,null
388900,포르투갈어,null,null
388922,연속간행물,null,null
388930,농업 농학,null,null
389019,체조 놀이,null,null
389465,nan,null,null
389504,의학,null,null
389550,인도 철학 사상,null,null
389579,사회윤리,null,null
389622,소설,null,null
389623,디자인,null,null
389740,철학,null,null
389821,소설,null,null
389840,언어사 및 언어정책 언어행정,null,null
389871,사회복지,null,null
390018,nan,null,null
390145,시,null,null
390160,동양철학 동양사상,null,null
390294,콜롬비아,null,null
390323,디자인,null,null
390335,교육 정책 및 행정,null,null
390336,경영,null,null
390342,디자인,null,null
390376,nan,null,null
390605,전집 총서,null,null
390859,시,null,null
390863,개인의 일반전집,null,null
390869,사회과학,null,null
390927,시,null,null
390940,아시아,null,null
390944,언어,null,null
390957,브라질,null,null
391007,전집 총서,null,null
391012,인도 철학 사상,null,null
391068,소설,null,null
391077,소설,null,null
391078,소설,null,null
391079,소설,null,null
391096,전집 총서,null,null
391104,전집 총서,null,null
391146,시,null,null
391188,베네수엘라와 기아나 지역,null,null
391382,소설,null,null
391392,소설,null,null
391422,null,null,null
391425,디자인,null,null
391437,아프리카,null,null
391532,문학사 평론,null,null
391657,산수,null,null
391680,시,null,null
391694,헌법,null,null
391745,null,null,null
391789,학회 단체 협회 기관 회의,null,null
391809,연속간행물,null,null
391813,디자인,null,null
391823,경제학,null,null
391827,null,null,null
391847,학회 단체 협회 기관 회의,null,null
391920,인도 철학 사상,null,null
392040,정치학,null,null
392044,소설,null,null
399636,사회사상,null,null
399637,발달심리학,null,null
399642,nan,null,null
399649,소설,null,null
399665,유럽,null,null
400067,디자인,null,null
400083,경제학,null,null
400117,캐나다,null,null
400129,콜롬비아,null,null
400137,언어사 및 언어정책 언어행정,null,null
400198,디자인,null,null
400373,루마니아어,null,null
400390,연속간행물,null,null
400534,석조,null,null
400556,자연과학,null,null
400607,여성문제,null,null
400615,음운 음성 문자,null,null
400640,민법,null,null
400683,관혼상제,null,null
400704,사회복지,null,null
400737,콜롬비아,null,null
400754,금융,null,null
400833,사회학 사회문제,null,null
400872,nan,null,null
400888,디자인,null,null
400900,일반 전집 총서,null,null
400938,사회학 사회문제,null,null
400963,사회복지,null,null
400981,nan,null,null
400982,null,null,null
400988,학회 단체 협회 기관 회의,null,null
401025,희곡,null,null
401115,잡저,null,null
401720,금융,null,null
401731,특수교육,null,null
401802,남아메리카 ,null,null
406110,채색 이론 및 실제,null,null
416713,경제학,null,null
416714,null,null,null
416745,경제학,null,null
417012,nan,null,null
417015,사회학,null,null
417043,nan,null,null
417079,인도 철학 사상,null,null
417338,자기,null,null
418174,소설,null,null
418177,자기,null,null
418239,콜롬비아,null,null
418252,nan,null,null
418277,세계사 세계문화사,null,null
418286,기타 게르만어파,null,null
418330,교파,null,null
418362,음운 음성 문자,null,null
418363,전집 총서,null,null
418457,심리학각론,null,null
418479,중앙아메리카(중미제국),null,null
418486,이탈리아어,null,null
418496,국가 및 정치 윤리,null,null
418522,언어사 및 언어정책 언어행정,null,null
418524,기타 게르만어파,null,null
418537,언어사 및 언어정책 언어행정,null,null
418538,기타 게르만어파,null,null
418552,디자인,null,null
418556,nan,null,null
418640,종교,null,null
418641,군사 시설 및 장비,null,null
418800,유럽,null,null
418938,null,null,null
419011,잡저,null,null
419015,null,null,null
419239,교육학,null,null
419295,시,null,null
419308,작문,null,null
419318,프로그래밍 프로그램 데이터,null,null
419342,학회 단체 협회 기관 회의,null,null
419350,시,null,null
419366,프로그래밍 프로그램 데이터,null,null
419398,펜습자,null,null
419472,사회복지,null,null
419572,인도-유럽계문학,null,null
419575,디자인,null,null
419658,nan,null,null
419685,사전 사전[2],null,null
419749,잡저,null,null
420117,학교 행정 및 경영 보건 및 교육 지도,null,null
420148,소설,null,null
420173,사회복지,null,null
420185,시,null,null
420195,전집 총서,null,null
420341,사회학 사회문제,null,null
420343,교파,null,null
420409,중국어,null,null
420439,보험,null,null
420457,경제학,null,null
420501,자연과학,null,null
420813,전집 총서,null,null
420867,수필,null,null
420962,유럽,null,null
420963,유럽,null,null
